ve_num,ve_type,ve_make,ve_year
2112,passenger car,HONDA,1979.0
2113,truck or truck tractor,TOYOTA,1987.0
2114,passenger car,TOYOTA,1977.0
2115,other bus,GILLIG (BUS),1996.0
2116,other vehicle,CHEVROLET,1988.0
2117,truck or truck tractor,VOLVO,1993.0
2118,truck or truck tractor with trailer,FREIGHTLINER,1979.0
2119,pickup or panel truck,INTERNATIONAL HARVESTER,1979.0
2120,truck or truck tractor with trailer,INTERNATIONAL HARVESTER,1987.0
2121,motorcycle or scooter,HARLEY-DAVIDSON,1992.0
2122,truck or truck tractor,WHITE GMC,1990.0
2123,truck or truck tractor,PETERBILT,2002.0
2124,truck or truck tractor with trailer,WHITE GMC,1995.0
2125,pickup or panel truck with trailer,CHEVROLET,1981.0
2126,passenger car,GMC,1985.0
2127,other vehicle,FORD,1992.0
2128,,ACURA,1990.0
2129,passenger car,PLYMOUTH,1965.0
2130,other vehicle,ISUZU,1996.0
2131,pickup or panel truck with trailer,CHEVROLET,
2132,pickup or panel truck,GMC,1975.0
2133,other vehicle,FORD,1997.0
2134,truck or truck tractor with trailer,CHEVROLET,1984.0
2135,pickup or panel truck,OTHER - PICKUP,2000.0
2136,,HONDA,1999.0
2137,emergency vehicle,OTHER - MOTORCYCLE,1999.0
2138,pickup or panel truck,GMC,1970.0
2139,other bus,OTHER - BUS,1988.0
2140,passenger car,JAGUAR,1992.0
2141,,TOYOTA,1992.0
2142,,HONDA,1995.0
2143,other bus,GMC,1986.0
2144,truck or truck tractor,FORD,1976.0
2145,other bus,TOYOTA,1990.0
2146,other vehicle,GMC,1990.0
2147,passenger car,NISSAN,1981.0
2148,other vehicle,CHEVROLET,1985.0
2149,other bus,OTHER - BUS,1993.0
2150,pickup or panel truck with trailer,DODGE,2000.0
2151,pickup or panel truck with trailer,NISSAN,1989.0
2152,other vehicle,OTHER - AUTO,1978.0
2153,passenger car,VOLVO,1967.0
2154,other bus,OTHER - BUS,1982.0
2155,passenger car,DATSUN,1979.0
2156,schoolbus,CHEVROLET,2001.0
2157,other vehicle,INTERNATIONAL HARVESTER,1997.0
2158,other vehicle,DATSUN,
2159,passenger car,BUICK,1983.0
2160,passenger car,OLDSMOBILE,1973.0
2161,passenger car,VOLKSWAGEN,1967.0
2162,other vehicle,JEEP,2001.0
2163,pickup or panel truck,PLYMOUTH,1992.0
2164,pickup or panel truck,MITSUBISHI,2001.0
2165,passenger car,FORD,1955.0
2166,emergency vehicle,KAWASAKI,1999.0
2167,schoolbus,THOMAS (BUS),2001.0
2168,other vehicle,FORD,1988.0
2169,truck or truck tractor,INTERNATIONAL HARVESTER,1981.0
2170,other vehicle,ALLEGRO,1989.0
2171,other vehicle,CHEVROLET,1987.0
2172,,KAWASAKI,1990.0
2173,pickup or panel truck with trailer,DODGE,1988.0
2174,pickup or panel truck,VOLKSWAGEN,1980.0
2175,truck or truck tractor,VOLVO,1992.0
2176,truck or truck tractor with trailer,MACK,1999.0
2177,passenger car,STANDARD,1994.0
2178,pickup or panel truck with trailer,CHEVROLET,1976.0
2179,pickup or panel truck,OTHER - TRUCK,1997.0
2180,passenger car with trailer,HONDA,1996.0
2181,emergency vehicle,OTHER - TRUCK,1982.0
2182,pickup or panel truck with trailer,OTHER - TRUCK,
2183,passenger car,TRIUMPH,1977.0
2184,truck or truck tractor,ISUZU,2002.0
2185,pickup or panel truck with trailer,GMC,1990.0
2186,emergency vehicle,CHEVROLET,1988.0
2187,passenger car,ALFA ROMERO,1987.0
2188,,DATSUN,1982.0
2189,,GMC,1999.0
2190,other vehicle,INTERNATIONAL HARVESTER,1993.0
2191,other vehicle,OTHER - AUTO,1991.0
2192,schoolbus,THOMAS (BUS),1997.0
2193,bicycle,TOYOTA,
2194,other vehicle,FORD,1985.0
2195,pickup or panel truck with trailer,INTERNATIONAL HARVESTER,1969.0
2196,pickup or panel truck,NISSAN,1981.0
2197,other bus,OTHER - BUS,1985.0
2198,schoolbus,INTERNATIONAL HARVESTER,1990.0
2199,motorcycle or scooter,YAMAHA,1996.0
2200,other vehicle,DODGE,1999.0
2201,pickup or panel truck,JEEP,1985.0
2202,pickup or panel truck with trailer,GMC,1986.0
2203,passenger car,MERCURY,1971.0
2204,other vehicle,BMW,2002.0
2205,passenger car,RENAULT,1984.0
2206,,JEEP,1998.0
2207,passenger car,MERCURY,1979.0
2208,,CHEVROLET,1982.0
2209,pickup or panel truck,MAZDA,1996.0
2210,pickup or panel truck,OTHER - PICKUP,1996.0
2211,passenger car,VOLKSWAGEN,1969.0
2212,bicycle,BMW,
2213,other bus,GMC,1983.0
2214,truck or truck tractor with trailer,KAWASAKI,1988.0
2215,passenger car,ISUZU,1989.0
2216,truck or truck tractor,INTERNATIONAL HARVESTER,1990.0
2217,truck or truck tractor with trailer,KAWASAKI,1990.0
2218,pickup or panel truck with trailer,FORD,1968.0
2219,passenger car,SUZUKI,1987.0
2220,truck or truck tractor with trailer,KENWORTH,1985.0
2221,truck or truck tractor with trailer,GMC,1979.0
2222,other vehicle,VOLVO,1999.0
2223,,LINCOLN,1996.0
2224,passenger car,ALFA ROMERO,1974.0
2225,,HONDA,1998.0
2226,passenger car,DATSUN,1997.0
2227,passenger car,FORD,1974.0
2228,truck or truck tractor,FORD,1975.0
2229,pickup or panel truck,PLYMOUTH,1988.0
2230,truck or truck tractor,FREIGHTLINER,1999.0
2231,other vehicle,GMC,1991.0
2232,,CHRYSLER,
2233,passenger car,GMC,1986.0
2234,passenger car,ISUZU,2000.0
2235,truck or truck tractor,MACK,1984.0
2236,truck or truck tractor with trailer,KENWORTH,1986.0
2237,truck or truck tractor,GMC,1991.0
2238,truck or truck tractor,INTERNATIONAL HARVESTER,1994.0
2239,other bus,OTHER - BUS,1989.0
2240,passenger car,PORSCHE,1991.0
2241,passenger car,STERLING,1995.0
2242,passenger car,ACADIAN,2001.0
2243,,SUBARU,2001.0
2244,pickup or panel truck,CHRYSLER,1995.0
2245,passenger car,SUBARU,1983.0
2246,pickup or panel truck with trailer,GMC,1989.0
2247,motorcycle or scooter,HARLEY-DAVIDSON,1980.0
2248,pickup or panel truck with trailer,GMC,1995.0
2249,truck or truck tractor,HINO,2001.0
2250,other vehicle,DODGE,1991.0
2251,passenger car,AMERICAN MOTORS (AMC),1986.0
2252,truck or truck tractor,VOLVO,1994.0
2253,pickup or panel truck,PONTIAC,2000.0
2254,truck or truck tractor with trailer,INTERNATIONAL HARVESTER,2002.0
2255,other bus,GILLIG (BUS),2002.0
2256,,TOYOTA,
2257,,TOYOTA,1996.0
2258,passenger car,NISSAN,1967.0
2259,other bus,FORD,1991.0
2260,motorcycle or scooter,SUZUKI,1987.0
2261,other vehicle,DODGE,1985.0
2262,passenger car with trailer,DODGE,1999.0
2263,other vehicle,FORD,1975.0
2264,other vehicle,MITSUBISHI,1999.0
2265,other vehicle,CHEVROLET,1992.0
2266,other vehicle,WINNEBAGO,1994.0
2267,other vehicle,CHEVROLET,1984.0
2268,pickup or panel truck,ISUZU,1984.0
2269,highway construction equipment,VOLVO,1997.0
2270,motorcycle or scooter,HARLEY-DAVIDSON,1977.0
2271,pickup or panel truck,ISUZU,1999.0
2272,truck or truck tractor,HINO,1998.0
2273,passenger car,BUICK,1978.0
2274,truck or truck tractor,INTERNATIONAL HARVESTER,2001.0
2275,pickup or panel truck with trailer,GMC,
2276,pickup or panel truck,VOLVO,1984.0
2277,pickup or panel truck with trailer,GMC,1984.0
2278,emergency vehicle,KAWASAKI,1995.0
2279,motorcycle or scooter,DUCATI (MOTORCYCLE),1998.0
2280,motorcycle or scooter,SUZUKI,1999.0
2281,pickup or panel truck,LEXUS,1997.0
2282,bicycle,TOYOTA,1990.0
2283,passenger car,OTHER - AUTO,1999.0
2284,other bus,OTHER - BUS,1994.0
2285,emergency vehicle,OTHER - TRUCK,1988.0
2286,passenger car,PONTIAC,1979.0
2287,passenger car,NISSAN,1978.0
2288,,MITSUBISHI,1989.0
2289,pickup or panel truck,DODGE,1978.0
2290,truck or truck tractor with trailer,WESTERN TRUCKS,2000.0
2291,truck or truck tractor,FORD,1982.0
2292,truck or truck tractor,FORD,1974.0
2293,other vehicle,MILLER,1991.0
2294,truck or truck tractor with trailer,OTHER - TRUCK,2002.0
2295,passenger car,OLDSMOBILE,1977.0
2296,motorcycle or scooter,OTHER - MOTORCYCLE,2001.0
2297,truck or truck tractor,GMC,1993.0
2298,passenger car with trailer,HONDA,1994.0
2299,passenger car,BUICK,1970.0
2300,bicycle,GOLD RUSH,
2301,passenger car,,1987.0
2302,truck or truck tractor with trailer,TOYOTA,1990.0
2303,passenger car,PORSCHE,1973.0
2304,passenger car,KENWORTH,2001.0
2305,truck or truck tractor with trailer,CHRYSLER,1983.0
2306,passenger car with trailer,LAND ROVER,2000.0
2307,pickup or panel truck with trailer,TOYOTA,2001.0
2308,,TOYOTA,1998.0
2309,passenger car,SUZUKI,1988.0
2310,,VOLKSWAGEN,1971.0
2311,,TOYOTA,1988.0
2312,,CHEVROLET,1988.0
2313,,SATURN,1994.0
2314,motorcycle or scooter,HONDA,1997.0
2315,truck or truck tractor,FREIGHTLINER,1986.0
2316,truck or truck tractor with trailer,INTERNATIONAL HARVESTER,1981.0
2317,passenger car,PONTIAC,1973.0
2318,schoolbus,OTHER - SCHOOL BUS,1997.0
2319,truck or truck tractor with trailer,MACK,1997.0
2320,pickup or panel truck,LEXUS,1996.0
2321,passenger car,PLYMOUTH,1969.0
2322,pickup or panel truck,OTHER - TRUCK,2000.0
2323,pickup or panel truck,DODGE,1980.0
2324,pickup or panel truck,HONDA,1997.0
2325,truck or truck tractor,GMC,
2326,pickup or panel truck with trailer,TOYOTA,1982.0
2327,pickup or panel truck with trailer,CHRYSLER,2002.0
2328,pickup or panel truck with trailer,CHEVROLET,1973.0
2329,pickup or panel truck with trailer,TOYOTA,1979.0
2330,truck or truck tractor,MITSUBISHI,1998.0
2331,pickup or panel truck with trailer,NISSAN,1985.0
2332,truck or truck tractor,NAVISTAR,2002.0
2333,passenger car,PORSCHE,1998.0
2334,truck or truck tractor,FREIGHTLINER,1996.0
2335,pickup or panel truck,INTERNATIONAL HARVESTER,1971.0
2336,passenger car,BMW,1971.0
2337,other vehicle,OTHER - TRUCK,1985.0
2338,passenger car,OLDSMOBILE,1964.0
2339,pickup or panel truck,ACADIAN,2001.0
2340,pickup or panel truck,PLYMOUTH,1991.0
2341,truck or truck tractor,INTERNATIONAL HARVESTER,1986.0
2342,pickup or panel truck with trailer,DODGE,1984.0
2343,truck or truck tractor,GMC,1989.0
2344,truck or truck tractor,CHEVROLET,1978.0
2345,pickup or panel truck,PLYMOUTH,1980.0
2346,pickup or panel truck with trailer,CHEVROLET,1997.0
2347,pickup or panel truck,NISSAN,1982.0
2348,pickup or panel truck,GMC,1968.0
2349,other bus,THOMAS (BUS),2001.0
2350,,ACURA,1999.0
2351,truck or truck tractor with trailer,ISUZU,2002.0
2352,truck or truck tractor,VOLVO,2001.0
2353,pickup or panel truck,PONTIAC,1998.0
2354,pickup or panel truck,JEEP,1986.0
2355,truck or truck tractor with trailer,FORD,1975.0
2356,passenger car,BUICK,1972.0
2357,pickup or panel truck,DATSUN,1977.0
2358,truck or truck tractor with trailer,OTHER - TRUCK,1977.0
2359,pickup or panel truck,DATSUN,1969.0
2360,truck or truck tractor,GMC,1982.0
2361,schoolbus,OTHER - SCHOOL BUS,1995.0
2362,passenger car,PLYMOUTH,1963.0
2363,passenger car,AMERICAN MOTORS (AMC),1984.0
2364,,OLDSMOBILE,1993.0
2365,truck or truck tractor with trailer,OTHER - TRUCK,1991.0
2366,passenger car,CHEVROLET,1968.0
2367,other vehicle,FORD,
2368,truck or truck tractor with trailer,ISUZU,1996.0
2369,passenger car with trailer,HARLEY-DAVIDSON,2000.0
2370,passenger car,MERCEDES-BENZ,1975.0
2371,other bus,CHAMPION,1998.0
2372,passenger car,CADILLAC,1977.0
2373,passenger car,CHEVROLET,1964.0
2374,passenger car with trailer,MOTO GUZZI,1981.0
2375,pickup or panel truck,FREIGHTLINER,1999.0
2376,,BMW,1990.0
2377,passenger car,STERLING,1988.0
2378,emergency vehicle,FORD,1992.0
2379,motorcycle or scooter,YAMAHA,1992.0
2380,pickup or panel truck,DODGE,1971.0
2381,other vehicle,NISSAN,2000.0
2382,passenger car,BUICK,1976.0
2383,,FREIGHTLINER,2000.0
2384,truck or truck tractor with trailer,MACK,1991.0
2385,passenger car,MARMON HARRINGTON,
2386,pickup or panel truck,NISSAN,1983.0
2387,motorcycle or scooter,TRIUMPH,1995.0
2388,motorcycle or scooter,OTHER - MOTORCYCLE,1999.0
2389,motorcycle or scooter,HARLEY-DAVIDSON,1991.0
2390,,CHEVROLET,1990.0
2391,pickup or panel truck with trailer,FORD,1972.0
2392,passenger car,PLYMOUTH,1979.0
2393,passenger car,LEXUS,
2394,truck or truck tractor,INTERNATIONAL HARVESTER,
2395,passenger car with trailer,CHRYSLER,2000.0
2396,truck or truck tractor,ISUZU,2001.0
2397,truck or truck tractor,TOYOTA,1993.0
2398,pickup or panel truck with trailer,GMC,1988.0
2399,truck or truck tractor with trailer,OTHER - TRUCK,1978.0
2400,passenger car,PEUGEOT,1983.0
2401,,TOYOTA,1995.0
2402,schoolbus,CHEVROLET,1994.0
2403,pickup or panel truck with trailer,CHEVROLET,1988.0
2404,truck or truck tractor with trailer,VOLVO,2001.0
2405,motorcycle or scooter,HARLEY-DAVIDSON,1984.0
2406,passenger car,INTERNATIONAL HARVESTER,2002.0
2407,passenger car,PORSCHE,2002.0
2408,other vehicle,TOYOTA,1987.0
2409,motorcycle or scooter,TRIUMPH,1999.0
2410,other bus,MAZDA,2001.0
2411,truck or truck tractor with trailer,GMC,1995.0
2412,,HYUNDAI,1997.0
2413,,MERCEDES-BENZ,1998.0
2414,pickup or panel truck,JEEP,1989.0
2415,,HONDA,1994.0
2416,schoolbus,DODGE,1994.0
2417,,OTHER - AUTO,1999.0
2418,,ISUZU,1989.0
2419,,MITSUBISHI,1998.0
2420,passenger car with trailer,TOYOTA,1988.0
2421,pickup or panel truck with trailer,GMC,1997.0
2422,passenger car,FORD,1923.0
2423,truck or truck tractor with trailer,WESTERN TRUCKS,2001.0
2424,passenger car,MERCEDES-BENZ,1976.0
2425,passenger car,AUDI,1992.0
2426,passenger car,ROVER,1991.0
2427,passenger car,OTHER - MOTORHOME,1995.0
2428,passenger car with trailer,LINCOLN,2001.0
2429,,CHEVROLET,1986.0
2430,emergency vehicle,OTHER - AUTO,1991.0
2431,other bus,BLUEBIRD (BUS),1985.0
2432,truck or truck tractor,PETERBILT,1977.0
2433,,DODGE,1996.0
2434,passenger car,MG,1964.0
2435,passenger car,VOLKSWAGEN,1975.0
2436,motorcycle or scooter,KAWASAKI,1999.0
2437,other vehicle,OTHER - TRUCK,1992.0
2438,passenger car with trailer,MAZDA,
2439,truck or truck tractor with trailer,,1998.0
2440,other vehicle,TOYOTA,1989.0
2441,truck or truck tractor,KENWORTH,2002.0
2442,passenger car,BUICK,1975.0
2443,,FORD,1983.0
2444,passenger car,KIA,1994.0
2445,motorcycle or scooter,OTHER - MOTORCYCLE,2002.0
2446,passenger car,VOLVO,1979.0
2447,other vehicle,JEEP,1993.0
2448,other bus,OTHER - AUTO,2000.0
2449,motorcycle or scooter,BMW,2002.0
2450,passenger car,ALFA ROMERO,1989.0
2451,passenger car with trailer,BMW,1996.0
2452,passenger car,,1993.0
2453,pickup or panel truck,VOLKSWAGEN,2000.0
2454,pickup or panel truck with trailer,TOYOTA,1985.0
2455,other vehicle,GMC,1977.0
2456,pickup or panel truck with trailer,MAZDA,1992.0
2457,other bus,OTHER - BUS,1979.0
2458,passenger car with trailer,TOYOTA,1987.0
2459,other vehicle,DODGE,1990.0
2460,motorcycle or scooter,SUZUKI,1994.0
2461,motorcycle or scooter,TRIUMPH,2001.0
2462,truck or truck tractor,OTHER - TRUCK,1986.0
2463,other vehicle,GMC,1989.0
2464,other vehicle,NISSAN,1998.0
2465,passenger car,GMC,1983.0
2466,,HONDA,1997.0
2467,,HONDA,1966.0
2468,pickup or panel truck with trailer,TOYOTA,1990.0
2469,pickup or panel truck,CHEVROLET,1961.0
2470,truck or truck tractor,GMC,2002.0
2471,passenger car,VOLKSWAGEN,1981.0
2472,truck or truck tractor with trailer,VOLVO,1997.0
2473,pickup or panel truck,CHRYSLER,2000.0
2474,other vehicle,,2000.0
2475,passenger car,JAGUAR,1986.0
2476,pickup or panel truck,HONDA,1996.0
2477,,MAZDA,1994.0
2478,passenger car,DODGE,1975.0
2479,passenger car,SUZUKI,1994.0
2480,truck or truck tractor with trailer,STRICKLAND,1983.0
2481,other vehicle,OTHER - MOTORHOME,1983.0
2482,pickup or panel truck with trailer,GMC,1994.0
2483,passenger car,CADILLAC,1974.0
2484,truck or truck tractor with trailer,WHITE,1988.0
2485,pickup or panel truck,HONDA,1992.0
2486,truck or truck tractor with trailer,STERLING,2000.0
2487,passenger car,STRICKLAND,1997.0
2488,passenger car,VOLKSWAGEN,1980.0
2489,other bus,CADILLAC,1991.0
2490,,NISSAN,1990.0
2491,,CHEVROLET,1967.0
2492,truck or truck tractor with trailer,MACK,2000.0
2493,pickup or panel truck with trailer,CHEVROLET,1975.0
2494,pickup or panel truck,DATSUN,1971.0
2495,truck or truck tractor with trailer,OTHER - TRUCK,1998.0
2496,other vehicle,FORD,1991.0
2497,,TOYOTA,1984.0
2498,passenger car,SUNBEAM,1964.0
2499,truck or truck tractor with trailer,HINO,1992.0
2500,pickup or panel truck,ISUZU,1993.0
2501,,SAAB,1996.0
2502,pickup or panel truck,,1988.0
2503,passenger car with trailer,FORD,1968.0
2504,passenger car with trailer,DODGE,1997.0
2505,emergency vehicle,CHEVROLET,1993.0
2506,pickup or panel truck,TOYOTA,1977.0
2507,pickup or panel truck with trailer,OTHER - PICKUP,1988.0
2508,other vehicle,OTHER - MOTORHOME,1989.0
2509,truck or truck tractor,OTHER - TRUCK,1991.0
2510,pickup or panel truck,JEEP,1987.0
2511,motorcycle or scooter,OTHER - MOTORCYCLE,
2512,pickup or panel truck,,2001.0
2513,motorcycle or scooter,HARLEY-DAVIDSON,1998.0
2514,other bus,NABORS,1999.0
2515,motorcycle or scooter,HONDA,1976.0
2516,passenger car,AMERICAN MOTORS (AMC),1990.0
2517,passenger car with trailer,DODGE,2002.0
2518,passenger car with trailer,HONDA,2000.0
2519,other vehicle,CHRYSLER,
2520,other bus,OTHER - AUTO,1993.0
2521,passenger car,AUDI,
2522,truck or truck tractor,PETERBILT,1969.0
2523,schoolbus,THOMAS (BUS),1990.0
2524,passenger car,MITSUBISHI,
2525,schoolbus,OTHER - SCHOOL BUS,1993.0
2526,other vehicle,LINCOLN,1995.0
2527,other vehicle,BUICK,1990.0
2528,truck or truck tractor with trailer,OTHER - TRUCK,1997.0
2529,truck or truck tractor with trailer,MACK,1982.0
2530,bicycle,TOYOTA,1996.0
2531,pickup or panel truck,CHAMPION,1985.0
2532,other bus,GILLIG (BUS),1995.0
2533,passenger car,SUBARU,1982.0
2534,,,1999.0
2535,other vehicle,SAFARI,2000.0
2536,other vehicle,JEEP,
2537,truck or truck tractor,WHITE,1972.0
2538,truck or truck tractor with trailer,FORD,1991.0
2539,,FORD,1987.0
2540,,NISSAN,
2541,,CHEVROLET,2000.0
2542,,ACURA,1989.0
2543,motorcycle or scooter,HARLEY-DAVIDSON,1994.0
2544,truck or truck tractor,TOYOTA,1998.0
2545,pickup or panel truck,PLYMOUTH,1999.0
2546,truck or truck tractor,FREIGHTLINER,1989.0
2547,,LINCOLN,1986.0
2548,,KIA,2000.0
2549,schoolbus,GILLIG (BUS),1999.0
2550,truck or truck tractor,WHITE,1993.0
2551,truck or truck tractor with trailer,WHITE,2001.0
2552,truck or truck tractor,KENWORTH,1991.0
2553,passenger car,VOLKSWAGEN,1965.0
2554,passenger car,CADILLAC,1966.0
2555,truck or truck tractor with trailer,OTHER - TRUCK,1992.0
2556,passenger car,TOYOTA,2003.0
2557,,JEEP,1989.0
2558,passenger car,OLDSMOBILE,1968.0
2559,moped,,
2560,emergency vehicle,OTHER - TRUCK,1998.0
2561,passenger car,LEXUS,1989.0
2562,motorcycle or scooter,KAWASAKI,2002.0
2563,,CADILLAC,1966.0
2564,motorcycle or scooter,SUZUKI,1992.0
2565,motorcycle or scooter,CUSHMAN,1992.0
2566,motorcycle or scooter,DUCATI (MOTORCYCLE),2002.0
2567,motorcycle or scooter,CUSHMAN,1991.0
2568,motorcycle or scooter,BMW,1994.0
2569,,CHEVROLET,1973.0
2570,pickup or panel truck with trailer,NISSAN,1999.0
2571,,SUZUKI,1987.0
2572,other vehicle,GRUMMAN,
2573,passenger car,SUZUKI,
2574,pickup or panel truck,MITSUBISHI,2000.0
2575,other vehicle,DODGE,2001.0
2576,passenger car,OLDSMOBILE,1970.0
2577,pickup or panel truck,MAZDA,
2578,truck or truck tractor with trailer,CHEVROLET,1988.0
2579,truck or truck tractor with trailer,KIA,2000.0
2580,truck or truck tractor with trailer,OTHER - AUTO,1992.0
2581,passenger car,PLYMOUTH,1983.0
2582,truck or truck tractor,ISUZU,1994.0
2583,truck or truck tractor,KENWORTH,2001.0
2584,motorcycle or scooter,BMW,2000.0
2585,other bus,GRUMMAN,1990.0
2586,truck or truck tractor,CHEVROLET,1988.0
2587,passenger car,BUICK,1980.0
2588,other vehicle,TOYOTA,1996.0
2589,passenger car with trailer,CHEVROLET,2001.0
2590,motorcycle or scooter,YAMAHA,1982.0
2591,,SATURN,1997.0
2592,pickup or panel truck,MITSUBISHI,1995.0
2593,highway construction equipment,INTERNATIONAL HARVESTER,2000.0
2594,,DODGE,1988.0
2595,pickup or panel truck,BUICK,1985.0
2596,passenger car,DATSUN,
2597,,OLDSMOBILE,2000.0
2598,,CHEVROLET,1987.0
2599,passenger car,SUZUKI,2002.0
2600,truck or truck tractor,HINO,1989.0
2601,passenger car,AMERICAN MOTORS (AMC),1974.0
2602,passenger car,AMERICAN MOTORS (AMC),1996.0
2603,passenger car,OTHER - AUTO,1993.0
2604,truck or truck tractor with trailer,INTERNATIONAL HARVESTER,1989.0
2605,,OTHER - MOTORCYCLE,1969.0
2606,schoolbus,OTHER - SCHOOL BUS,1999.0
2607,truck or truck tractor,PETERBILT,1972.0
2608,passenger car,JEEP,1978.0
